#FILE:02 A2 0.1 M Sucrose.ngb-sd7
#FORMAT:NETZSCH5
#IDENTITY:02 A2 0.1 M Sucrose
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:Cumerr Rapid
#DATE/TIME:22.02.2016 18:12:13
#CORR. FILE:
#LABORATORY:Bioreaktor
#OPERATOR:MM
#REMARK:
#SAMPLE:0.1 M
#SAMPLE MASS /mg:29.8
#MATERIAL:DMSO+5%DMSO
#REFERENCE:Leertiegel
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, pierced lid
#SAMPLE CRUCIBLE MASS /mg:38.7
#REFERENCE CRUCIBLE MASS /mg:39.1
#CORR. CODE:000
#EXO:-1
#RANGE:-80....20/-10.0....10.0K/min
#SEGMENT:S1-5/5

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
   -39.14295;   24.12083;     0.38543;3.12912;5
   -39.10934;   24.12417;     0.38551;3.12918;5
   -39.07575;   24.12750;     0.38561;3.12924;5
   -39.04215;   24.13083;     0.38569;3.12930;5
   -39.00856;   24.13417;     0.38582;3.12937;5
   -38.97495;   24.13750;     0.38592;3.12943;5
   -38.94133;   24.14083;     0.38603;3.12949;5
   -38.90770;   24.14417;     0.38612;3.12955;5
   -38.87411;   24.14750;     0.38622;3.12961;5
   -38.84049;   24.15083;     0.38632;3.12968;5
   -38.80685;   24.15417;     0.38639;3.12974;5
   -38.77325;   24.15750;     0.38652;3.12980;5
   -38.73967;   24.16083;     0.38660;3.12986;5
   -38.70608;   24.16417;     0.38663;3.12992;5
   -38.67246;   24.16750;     0.38668;3.12999;5
   -38.63885;   24.17083;     0.38673;3.13005;5
   -38.60526;   24.17417;     0.38680;3.13011;5
   -38.57169;   24.17750;     0.38688;3.13017;5
   -38.53813;   24.18083;     0.38697;3.13023;5
   -38.50456;   24.18417;     0.38708;3.13030;5
   -38.47102;   24.18750;     0.38716;3.13036;5
   -38.43744;   24.19083;     0.38725;3.13042;5
   -38.40385;   24.19417;     0.38733;3.13048;5
   -38.37023;   24.19750;     0.38742;3.13054;5
   -38.33662;   24.20083;     0.38750;3.13061;5
   -38.30300;   24.20417;     0.38758;3.13067;5
   -38.26941;   24.20750;     0.38768;3.13073;5
   -38.23580;   24.21083;     0.38778;3.13079;5
   -38.20220;   24.21417;     0.38788;3.13085;5
   -38.16862;   24.21750;     0.38799;3.13092;5
   -38.13503;   24.22083;     0.38810;3.13098;5
   -38.10144;   24.22417;     0.38813;3.13104;5
   -38.06790;   24.22750;     0.38814;3.13110;5
   -38.03431;   24.23083;     0.38826;3.13116;5
   -38.00069;   24.23417;     0.38832;3.13122;5
   -37.96710;   24.23750;     0.38844;3.13129;5
   -37.93352;   24.24083;     0.38862;3.13135;5
   -37.89997;   24.24417;     0.38875;3.13141;5
   -37.86636;   24.24750;     0.38882;3.13147;5
   -37.83274;   24.25083;     0.38889;3.13153;5
   -37.79913;   24.25417;     0.38899;3.13159;5
   -37.76554;   24.25750;     0.38910;3.13166;5
   -37.73197;   24.26083;     0.38921;3.13172;5
   -37.69839;   24.26417;     0.38932;3.13178;5
   -37.66479;   24.26750;     0.38941;3.13184;5
   -37.63120;   24.27083;     0.38951;3.13190;5
   -37.59762;   24.27417;     0.38961;3.13196;5
   -37.56407;   24.27750;     0.38969;3.13202;5
   -37.53051;   24.28083;     0.38976;3.13209;5
   -37.49692;   24.28417;     0.38984;3.13215;5
   -37.46331;   24.28750;     0.38991;3.13221;5
   -37.42974;   24.29083;     0.38998;3.13227;5
   -37.39613;   24.29417;     0.39006;3.13233;5
   -37.36256;   24.29750;     0.39014;3.13239;5
   -37.32898;   24.30083;     0.39023;3.13245;5
   -37.29538;   24.30417;     0.39024;3.13251;5
   -37.26179;   24.30750;     0.39029;3.13258;5
   -37.22816;   24.31083;     0.39036;3.13264;5
   -37.19457;   24.31417;     0.39045;3.13270;5
   -37.16098;   24.31750;     0.39057;3.13276;5
   -37.12739;   24.32083;     0.39069;3.13282;5
   -37.09380;   24.32417;     0.39077;3.13288;5
   -37.06021;   24.32750;     0.39090;3.13294;5
   -37.02662;   24.33083;     0.39102;3.13300;5
   -36.99302;   24.33417;     0.39116;3.13306;5
   -36.95941;   24.33750;     0.39126;3.13313;5
   -36.92580;   24.34083;     0.39137;3.13319;5
   -36.89221;   24.34417;     0.39147;3.13325;5
   -36.85864;   24.34750;     0.39156;3.13331;5
   -36.82505;   24.35083;     0.39165;3.13337;5
   -36.79149;   24.35417;     0.39173;3.13343;5
   -36.75793;   24.35750;     0.39181;3.13349;5
   -36.72433;   24.36083;     0.39190;3.13355;5
   -36.69072;   24.36417;     0.39198;3.13361;5
   -36.65715;   24.36750;     0.39208;3.13367;5
   -36.62354;   24.37083;     0.39217;3.13373;5
   -36.58995;   24.37417;     0.39227;3.13380;5
   -36.55634;   24.37750;     0.39231;3.13386;5
   -36.52275;   24.38083;     0.39238;3.13392;5
   -36.48915;   24.38417;     0.39250;3.13398;5
   -36.45554;   24.38750;     0.39259;3.13404;5
   -36.42193;   24.39083;     0.39270;3.13410;5
   -36.38836;   24.39417;     0.39280;3.13416;5
   -36.35475;   24.39750;     0.39288;3.13422;5
   -36.32118;   24.40083;     0.39298;3.13428;5
   -36.28759;   24.40417;     0.39308;3.13434;5
   -36.25405;   24.40750;     0.39317;3.13440;5
   -36.22046;   24.41083;     0.39326;3.13446;5
   -36.18685;   24.41417;     0.39333;3.13452;5
   -36.15326;   24.41750;     0.39344;3.13458;5
   -36.11966;   24.42083;     0.39355;3.13465;5
   -36.08608;   24.42417;     0.39363;3.13471;5
   -36.05249;   24.42750;     0.39370;3.13477;5
   -36.01885;   24.43083;     0.39382;3.13483;5
   -35.98526;   24.43417;     0.39392;3.13489;5
   -35.95169;   24.43750;     0.39402;3.13495;5
   -35.91813;   24.44083;     0.39411;3.13501;5
   -35.88452;   24.44417;     0.39421;3.13507;5
   -35.85090;   24.44750;     0.39430;3.13513;5
   -35.81730;   24.45083;     0.39440;3.13519;5
   -35.78374;   24.45417;     0.39452;3.13525;5
   -35.75013;   24.45750;     0.39461;3.13531;5
   -35.71654;   24.46083;     0.39468;3.13537;5
   -35.68297;   24.46417;     0.39477;3.13543;5
   -35.64939;   24.46750;     0.39486;3.13549;5
   -35.61582;   24.47083;     0.39493;3.13555;5
   -35.58226;   24.47417;     0.39491;3.13561;5
   -35.54869;   24.47750;     0.39494;3.13567;5
   -35.51508;   24.48083;     0.39503;3.13573;5
   -35.48149;   24.48417;     0.39521;3.13579;5
   -35.44790;   24.48750;     0.39535;3.13585;5
   -35.41431;   24.49083;     0.39548;3.13591;5
   -35.38074;   24.49417;     0.39558;3.13597;5
   -35.34715;   24.49750;     0.39568;3.13603;5
   -35.31351;   24.50083;     0.39576;3.13609;5
   -35.27990;   24.50417;     0.39590;3.13615;5
   -35.24631;   24.50750;     0.39598;3.13621;5
   -35.21274;   24.51083;     0.39608;3.13627;5
   -35.17920;   24.51417;     0.39618;3.13633;5
   -35.14562;   24.51750;     0.39627;3.13639;5
   -35.11203;   24.52083;     0.39638;3.13645;5
   -35.07841;   24.52417;     0.39647;3.13651;5
   -35.04484;   24.52750;     0.39656;3.13657;5
   -35.01123;   24.53083;     0.39667;3.13663;5
   -34.97762;   24.53417;     0.39677;3.13669;5
   -34.94407;   24.53750;     0.39686;3.13675;5
   -34.91046;   24.54083;     0.39697;3.13681;5
   -34.87689;   24.54417;     0.39705;3.13687;5
   -34.84331;   24.54750;     0.39714;3.13693;5
   -34.80975;   24.55083;     0.39723;3.13699;5
   -34.77621;   24.55417;     0.39734;3.13705;5
   -34.74262;   24.55750;     0.39743;3.13711;5
   -34.70903;   24.56083;     0.39752;3.13717;5
   -34.67548;   24.56417;     0.39760;3.13723;5
   -34.64192;   24.56750;     0.39771;3.13729;5
   -34.60834;   24.57083;     0.39780;3.13735;5
   -34.57480;   24.57417;     0.39789;3.13741;5
   -34.54125;   24.57750;     0.39801;3.13747;5
   -34.50767;   24.58083;     0.39811;3.13753;5
   -34.47408;   24.58417;     0.39820;3.13759;5
   -34.44049;   24.58750;     0.39831;3.13765;5
   -34.40692;   24.59083;     0.39839;3.13771;5
   -34.37334;   24.59417;     0.39849;3.13777;5
   -34.33977;   24.59750;     0.39856;3.13782;5
   -34.30618;   24.60083;     0.39865;3.13788;5
   -34.27262;   24.60417;     0.39875;3.13794;5
   -34.23903;   24.60750;     0.39885;3.13800;5
   -34.20546;   24.61083;     0.39891;3.13806;5
   -34.17189;   24.61417;     0.39903;3.13812;5
   -34.13833;   24.61750;     0.39914;3.13818;5
   -34.10475;   24.62083;     0.39921;3.13824;5
   -34.07121;   24.62417;     0.39922;3.13830;5
   -34.03764;   24.62750;     0.39939;3.13836;5
   -34.00407;   24.63083;     0.39951;3.13842;5
   -33.97052;   24.63417;     0.39968;3.13848;5
   -33.93698;   24.63750;     0.39976;3.13854;5
   -33.90344;   24.64083;     0.39988;3.13860;5
   -33.86989;   24.64417;     0.40001;3.13866;5
   -33.83633;   24.64750;     0.40011;3.13871;5
   -33.80277;   24.65083;     0.40024;3.13877;5
   -33.76920;   24.65417;     0.40034;3.13883;5
   -33.73562;   24.65750;     0.40044;3.13889;5
   -33.70210;   24.66083;     0.40053;3.13895;5
   -33.66852;   24.66417;     0.40063;3.13901;5
   -33.63497;   24.66750;     0.40073;3.13907;5
   -33.60141;   24.67083;     0.40086;3.13913;5
   -33.56785;   24.67417;     0.40096;3.13919;5
   -33.53428;   24.67750;     0.40105;3.13925;5
   -33.50074;   24.68083;     0.40115;3.13930;5
   -33.46720;   24.68417;     0.40126;3.13936;5
   -33.43364;   24.68750;     0.40135;3.13942;5
   -33.40010;   24.69083;     0.40146;3.13948;5
   -33.36654;   24.69417;     0.40155;3.13954;5
   -33.33297;   24.69750;     0.40165;3.13960;5
   -33.29944;   24.70083;     0.40177;3.13966;5
   -33.26592;   24.70417;     0.40187;3.13972;5
   -33.23234;   24.70750;     0.40196;3.13978;5
   -33.19879;   24.71083;     0.40204;3.13983;5
   -33.16523;   24.71417;     0.40213;3.13989;5
   -33.13167;   24.71750;     0.40223;3.13995;5
   -33.09810;   24.72083;     0.40232;3.14001;5
   -33.06454;   24.72417;     0.40243;3.14007;5
   -33.03102;   24.72750;     0.40253;3.14013;5
   -32.99746;   24.73083;     0.40263;3.14019;5
   -32.96393;   24.73417;     0.40273;3.14024;5
   -32.93039;   24.73750;     0.40284;3.14030;5
   -32.89685;   24.74083;     0.40300;3.14036;5
   -32.86336;   24.74417;     0.40309;3.14042;5
   -32.82984;   24.74750;     0.40317;3.14048;5
   -32.79630;   24.75083;     0.40325;3.14054;5
   -32.76275;   24.75417;     0.40338;3.14060;5
   -32.72918;   24.75750;     0.40350;3.14065;5
   -32.69564;   24.76083;     0.40362;3.14071;5
   -32.66211;   24.76417;     0.40371;3.14077;5
   -32.62857;   24.76750;     0.40382;3.14083;5
   -32.59503;   24.77083;     0.40395;3.14089;5
   -32.56149;   24.77417;     0.40405;3.14095;5
   -32.52795;   24.77750;     0.40415;3.14100;5
   -32.49439;   24.78083;     0.40426;3.14106;5
   -32.46087;   24.78417;     0.40435;3.14112;5
   -32.42733;   24.78750;     0.40445;3.14118;5
   -32.39380;   24.79083;     0.40454;3.14124;5
   -32.36026;   24.79417;     0.40464;3.14130;5
   -32.32669;   24.79750;     0.40475;3.14135;5
   -32.29310;   24.80083;     0.40487;3.14141;5
   -32.25961;   24.80417;     0.40498;3.14147;5
   -32.22603;   24.80750;     0.40511;3.14153;5
   -32.19252;   24.81083;     0.40524;3.14159;5
   -32.15898;   24.81417;     0.40538;3.14164;5
   -32.12546;   24.81750;     0.40549;3.14170;5
   -32.09192;   24.82083;     0.40559;3.14176;5
   -32.05839;   24.82417;     0.40570;3.14182;5
   -32.02482;   24.82750;     0.40579;3.14188;5
   -31.99123;   24.83083;     0.40591;3.14193;5
   -31.95770;   24.83417;     0.40602;3.14199;5
   -31.92415;   24.83750;     0.40607;3.14205;5
   -31.89057;   24.84083;     0.40615;3.14211;5
   -31.85703;   24.84417;     0.40626;3.14217;5
   -31.82346;   24.84750;     0.40645;3.14222;5
   -31.78993;   24.85083;     0.40657;3.14228;5
   -31.75643;   24.85417;     0.40669;3.14234;5
   -31.72292;   24.85750;     0.40682;3.14240;5
   -31.68943;   24.86083;     0.40694;3.14246;5
   -31.65589;   24.86417;     0.40708;3.14251;5
   -31.62236;   24.86750;     0.40719;3.14257;5
   -31.58884;   24.87083;     0.40720;3.14263;5
   -31.55526;   24.87417;     0.40726;3.14269;5
   -31.52175;   24.87750;     0.40736;3.14274;5
   -31.48821;   24.88083;     0.40746;3.14280;5
   -31.45462;   24.88417;     0.40755;3.14286;5
   -31.42110;   24.88750;     0.40769;3.14292;5
   -31.38756;   24.89083;     0.40781;3.14298;5
   -31.35402;   24.89417;     0.40792;3.14303;5
   -31.32051;   24.89750;     0.40805;3.14309;5
   -31.28700;   24.90083;     0.40818;3.14315;5
   -31.25346;   24.90417;     0.40832;3.14321;5
   -31.21993;   24.90750;     0.40844;3.14326;5
   -31.18643;   24.91083;     0.40857;3.14332;5
   -31.15290;   24.91417;     0.40870;3.14338;5
   -31.11938;   24.91750;     0.40884;3.14344;5
   -31.08580;   24.92083;     0.40896;3.14349;5
   -31.05231;   24.92417;     0.40910;3.14355;5
   -31.01882;   24.92750;     0.40922;3.14361;5
   -30.98530;   24.93083;     0.40935;3.14367;5
   -30.95177;   24.93417;     0.40945;3.14372;5
   -30.91826;   24.93750;     0.40955;3.14378;5
   -30.88474;   24.94083;     0.40965;3.14384;5
   -30.85121;   24.94417;     0.40976;3.14389;5
   -30.81767;   24.94750;     0.40987;3.14395;5
   -30.78413;   24.95083;     0.40990;3.14401;5
   -30.75062;   24.95417;     0.40999;3.14407;5
   -30.71710;   24.95750;     0.41015;3.14412;5
   -30.68357;   24.96083;     0.41034;3.14418;5
   -30.65003;   24.96417;     0.41045;3.14424;5
   -30.61651;   24.96750;     0.41059;3.14429;5
   -30.58300;   24.97083;     0.41076;3.14435;5
   -30.54944;   24.97417;     0.41090;3.14441;5
   -30.51590;   24.97750;     0.41105;3.14447;5
   -30.48236;   24.98083;     0.41118;3.14452;5
   -30.44882;   24.98417;     0.41131;3.14458;5
   -30.41528;   24.98750;     0.41141;3.14464;5
   -30.38177;   24.99083;     0.41151;3.14469;5
   -30.34825;   24.99417;     0.41161;3.14475;5
   -30.31472;   24.99750;     0.41174;3.14481;5
   -30.28120;   25.00083;     0.41184;3.14487;5
   -30.24769;   25.00417;     0.41194;3.14492;5
   -30.21410;   25.00750;     0.41207;3.14498;5
   -30.18056;   25.01083;     0.41218;3.14504;5
   -30.14703;   25.01417;     0.41231;3.14509;5
   -30.11349;   25.01750;     0.41245;3.14515;5
   -30.07995;   25.02083;     0.41257;3.14521;5
   -30.04644;   25.02417;     0.41270;3.14526;5
   -30.01290;   25.02750;     0.41281;3.14532;5
   -29.97939;   25.03083;     0.41293;3.14538;5
   -29.94589;   25.03417;     0.41307;3.14543;5
   -29.91234;   25.03750;     0.41321;3.14549;5
   -29.87880;   25.04083;     0.41321;3.14555;5
   -29.84528;   25.04417;     0.41327;3.14560;5
   -29.81172;   25.04750;     0.41357;3.14566;5
   -29.77823;   25.05083;     0.41372;3.14572;5
   -29.74470;   25.05417;     0.41381;3.14577;5
   -29.71113;   25.05750;     0.41390;3.14583;5
   -29.67756;   25.06083;     0.41403;3.14589;5
   -29.64398;   25.06417;     0.41421;3.14594;5
   -29.61044;   25.06750;     0.41435;3.14600;5
   -29.57692;   25.07083;     0.41453;3.14606;5
   -29.54338;   25.07417;     0.41466;3.14611;5
   -29.50987;   25.07750;     0.41480;3.14617;5
   -29.47630;   25.08083;     0.41494;3.14623;5
   -29.44274;   25.08417;     0.41507;3.14628;5
   -29.40921;   25.08750;     0.41517;3.14634;5
   -29.37566;   25.09083;     0.41527;3.14640;5
   -29.34211;   25.09417;     0.41540;3.14645;5
   -29.30854;   25.09750;     0.41553;3.14651;5
   -29.27500;   25.10083;     0.41565;3.14657;5
   -29.24143;   25.10417;     0.41579;3.14662;5
   -29.20787;   25.10750;     0.41592;3.14668;5
   -29.17434;   25.11083;     0.41605;3.14674;5
   -29.14082;   25.11417;     0.41618;3.14679;5
   -29.10728;   25.11750;     0.41632;3.14685;5
   -29.07377;   25.12083;     0.41648;3.14690;5
   -29.04026;   25.12417;     0.41662;3.14696;5
   -29.00670;   25.12750;     0.41673;3.14702;5
   -28.97313;   25.13083;     0.41685;3.14707;5
   -28.93959;   25.13417;     0.41699;3.14713;5
   -28.90605;   25.13750;     0.41711;3.14718;5
   -28.87249;   25.14083;     0.41723;3.14724;5
   -28.83897;   25.14417;     0.41736;3.14730;5
   -28.80544;   25.14750;     0.41751;3.14735;5
   -28.77192;   25.15083;     0.41764;3.14741;5
   -28.73843;   25.15417;     0.41779;3.14747;5
   -28.70490;   25.15750;     0.41792;3.14752;5
   -28.67134;   25.16083;     0.41804;3.14758;5
   -28.63784;   25.16417;     0.41817;3.14763;5
   -28.60430;   25.16750;     0.41829;3.14769;5
   -28.57077;   25.17083;     0.41842;3.14775;5
   -28.53723;   25.17417;     0.41855;3.14780;5
   -28.50372;   25.17750;     0.41870;3.14786;5
   -28.47018;   25.18083;     0.41884;3.14791;5
   -28.43667;   25.18417;     0.41896;3.14797;5
   -28.40316;   25.18750;     0.41909;3.14802;5
   -28.36966;   25.19083;     0.41922;3.14808;5
   -28.33613;   25.19417;     0.41934;3.14814;5
   -28.30264;   25.19750;     0.41946;3.14819;5
   -28.26913;   25.20083;     0.41960;3.14825;5
   -28.23566;   25.20417;     0.41976;3.14830;5
   -28.20215;   25.20750;     0.41991;3.14836;5
   -28.16866;   25.21083;     0.42005;3.14841;5
   -28.13516;   25.21417;     0.42019;3.14847;5
   -28.10161;   25.21750;     0.42031;3.14853;5
   -28.06810;   25.22083;     0.42047;3.14858;5
   -28.03461;   25.22417;     0.42063;3.14864;5
   -28.00108;   25.22750;     0.42077;3.14869;5
   -27.96757;   25.23083;     0.42090;3.14875;5
   -27.93405;   25.23417;     0.42103;3.14880;5
   -27.90056;   25.23750;     0.42115;3.14886;5
   -27.86705;   25.24083;     0.42129;3.14891;5
   -27.83357;   25.24417;     0.42144;3.14897;5
   -27.80008;   25.24750;     0.42157;3.14903;5
   -27.76661;   25.25083;     0.42170;3.14908;5
   -27.73308;   25.25417;     0.42185;3.14914;5
   -27.69952;   25.25750;     0.42199;3.14919;5
   -27.66607;   25.26083;     0.42242;3.14925;5
   -27.63259;   25.26417;     0.42244;3.14930;5
   -27.59913;   25.26750;     0.42247;3.14936;5
   -27.56562;   25.27083;     0.42261;3.14941;5
   -27.53213;   25.27417;     0.42273;3.14947;5
   -27.49864;   25.27750;     0.42284;3.14952;5
   -27.46515;   25.28083;     0.42296;3.14958;5
   -27.43169;   25.28417;     0.42307;3.14963;5
   -27.39825;   25.28750;     0.42323;3.14969;5
   -27.36475;   25.29083;     0.42337;3.14974;5
   -27.33129;   25.29417;     0.42353;3.14980;5
   -27.29785;   25.29750;     0.42371;3.14985;5
   -27.26439;   25.30083;     0.42386;3.14991;5
   -27.23089;   25.30417;     0.42400;3.14996;5
   -27.19739;   25.30750;     0.42416;3.15002;5
   -27.16389;   25.31083;     0.42433;3.15007;5
   -27.13039;   25.31417;     0.42448;3.15013;5
   -27.09690;   25.31750;     0.42462;3.15018;5
   -27.06339;   25.32083;     0.42475;3.15024;5
   -27.02989;   25.32417;     0.42490;3.15029;5
   -26.99643;   25.32750;     0.42503;3.15035;5
   -26.96293;   25.33083;     0.42518;3.15040;5
   -26.92944;   25.33417;     0.42533;3.15046;5
   -26.89593;   25.33750;     0.42546;3.15051;5
   -26.86246;   25.34083;     0.42560;3.15057;5
   -26.82897;   25.34417;     0.42574;3.15062;5
   -26.79546;   25.34750;     0.42591;3.15068;5
   -26.76192;   25.35083;     0.42606;3.15073;5
   -26.72839;   25.35417;     0.42625;3.15079;5
   -26.69487;   25.35750;     0.42640;3.15084;5
   -26.66136;   25.36083;     0.42655;3.15090;5
   -26.62787;   25.36417;     0.42670;3.15095;5
   -26.59436;   25.36750;     0.42685;3.15101;5
   -26.56087;   25.37083;     0.42702;3.15106;5
   -26.52738;   25.37417;     0.42718;3.15112;5
   -26.49389;   25.37750;     0.42735;3.15117;5
   -26.46041;   25.38083;     0.42748;3.15123;5
   -26.42690;   25.38417;     0.42762;3.15128;5
   -26.39341;   25.38750;     0.42777;3.15134;5
   -26.35990;   25.39083;     0.42794;3.15139;5
   -26.32641;   25.39417;     0.42811;3.15144;5
   -26.29289;   25.39750;     0.42830;3.15150;5
   -26.25934;   25.40083;     0.42844;3.15155;5
   -26.22582;   25.40417;     0.42859;3.15161;5
   -26.19230;   25.40750;     0.42875;3.15166;5
   -26.15879;   25.41083;     0.42893;3.15172;5
   -26.12530;   25.41417;     0.42909;3.15177;5
   -26.09180;   25.41750;     0.42928;3.15183;5
   -26.05833;   25.42083;     0.42944;3.15188;5
   -26.02479;   25.42417;     0.42959;3.15194;5
   -25.99130;   25.42750;     0.42973;3.15199;5
   -25.95779;   25.43083;     0.42987;3.15204;5
   -25.92431;   25.43417;     0.43002;3.15210;5
   -25.89085;   25.43750;     0.43019;3.15215;5
   -25.85734;   25.44083;     0.43034;3.15221;5
   -25.82387;   25.44417;     0.43050;3.15226;5
   -25.79034;   25.44750;     0.43067;3.15232;5
   -25.75685;   25.45083;     0.43085;3.15237;5
   -25.72333;   25.45417;     0.43101;3.15242;5
   -25.68987;   25.45750;     0.43117;3.15248;5
   -25.65643;   25.46083;     0.43134;3.15253;5
   -25.62290;   25.46417;     0.43152;3.15259;5
   -25.58939;   25.46750;     0.43166;3.15264;5
   -25.55587;   25.47083;     0.43183;3.15269;5
   -25.52239;   25.47417;     0.43198;3.15275;5
   -25.48889;   25.47750;     0.43216;3.15280;5
   -25.45534;   25.48083;     0.43234;3.15286;5
   -25.42184;   25.48417;     0.43252;3.15291;5
   -25.38829;   25.48750;     0.43270;3.15296;5
   -25.35479;   25.49083;     0.43287;3.15302;5
   -25.32131;   25.49417;     0.43304;3.15307;5
   -25.28779;   25.49750;     0.43320;3.15313;5
   -25.25425;   25.50083;     0.43337;3.15318;5
   -25.22074;   25.50417;     0.43352;3.15323;5
   -25.18725;   25.50750;     0.43368;3.15329;5
   -25.15377;   25.51083;     0.43384;3.15334;5
   -25.12029;   25.51417;     0.43402;3.15340;5
   -25.08680;   25.51750;     0.43421;3.15345;5
   -25.05330;   25.52083;     0.43439;3.15350;5
   -25.01980;   25.52417;     0.43455;3.15356;5
   -24.98630;   25.52750;     0.43471;3.15361;5
   -24.95277;   25.53083;     0.43488;3.15366;5
   -24.91928;   25.53417;     0.43506;3.15372;5
   -24.88580;   25.53750;     0.43525;3.15377;5
   -24.85231;   25.54083;     0.43539;3.15383;5
   -24.81877;   25.54417;     0.43555;3.15388;5
   -24.78525;   25.54750;     0.43576;3.15393;5
   -24.75177;   25.55083;     0.43593;3.15399;5
   -24.71833;   25.55417;     0.43610;3.15404;5
   -24.68482;   25.55750;     0.43629;3.15409;5
   -24.65131;   25.56083;     0.43646;3.15415;5
   -24.61780;   25.56417;     0.43664;3.15420;5
   -24.58430;   25.56750;     0.43684;3.15425;5
   -24.55079;   25.57083;     0.43702;3.15431;5
   -24.51730;   25.57417;     0.43719;3.15436;5
   -24.48380;   25.57750;     0.43738;3.15442;5
   -24.45030;   25.58083;     0.43755;3.15447;5
   -24.41679;   25.58417;     0.43771;3.15452;5
   -24.38333;   25.58750;     0.43790;3.15458;5
   -24.34984;   25.59083;     0.43808;3.15463;5
   -24.31636;   25.59417;     0.43825;3.15468;5
   -24.28287;   25.59750;     0.43844;3.15474;5
   -24.24943;   25.60083;     0.43862;3.15479;5
   -24.21595;   25.60417;     0.43880;3.15484;5
   -24.18246;   25.60750;     0.43899;3.15490;5
   -24.14897;   25.61083;     0.43920;3.15495;5
   -24.11549;   25.61417;     0.43939;3.15500;5
   -24.08200;   25.61750;     0.43958;3.15505;5
   -24.04851;   25.62083;     0.43977;3.15511;5
   -24.01502;   25.62417;     0.43996;3.15516;5
   -23.98156;   25.62750;     0.44016;3.15521;5
   -23.94808;   25.63083;     0.44034;3.15527;5
   -23.91462;   25.63417;     0.44050;3.15532;5
   -23.88111;   25.63750;     0.44068;3.15537;5
   -23.84761;   25.64083;     0.44089;3.15543;5
   -23.81413;   25.64417;     0.44109;3.15548;5
   -23.78064;   25.64750;     0.44129;3.15553;5
   -23.74720;   25.65083;     0.44149;3.15559;5
   -23.71370;   25.65417;     0.44168;3.15564;5
   -23.68025;   25.65750;     0.44186;3.15569;5
   -23.64674;   25.66083;     0.44206;3.15574;5
   -23.61323;   25.66417;     0.44225;3.15580;5
   -23.57975;   25.66750;     0.44245;3.15585;5
   -23.54631;   25.67083;     0.44265;3.15590;5
   -23.51282;   25.67417;     0.44283;3.15596;5
   -23.47936;   25.67750;     0.44302;3.15601;5
   -23.44590;   25.68083;     0.44321;3.15606;5
   -23.41246;   25.68417;     0.44341;3.15611;5
   -23.37902;   25.68750;     0.44363;3.15617;5
   -23.34559;   25.69083;     0.44383;3.15622;5
   -23.31213;   25.69417;     0.44404;3.15627;5
   -23.27866;   25.69750;     0.44423;3.15633;5
   -23.24520;   25.70083;     0.44442;3.15638;5
   -23.21175;   25.70417;     0.44460;3.15643;5
   -23.17831;   25.70750;     0.44480;3.15648;5
   -23.14485;   25.71083;     0.44499;3.15654;5
   -23.11138;   25.71417;     0.44520;3.15659;5
   -23.07793;   25.71750;     0.44540;3.15664;5
   -23.04448;   25.72083;     0.44558;3.15669;5
   -23.01103;   25.72417;     0.44579;3.15675;5
   -22.97757;   25.72750;     0.44597;3.15680;5
   -22.94411;   25.73083;     0.44616;3.15685;5
   -22.91064;   25.73417;     0.44637;3.15690;5
   -22.87716;   25.73750;     0.44659;3.15696;5
   -22.84367;   25.74083;     0.44678;3.15701;5
   -22.81021;   25.74417;     0.44699;3.15706;5
   -22.77677;   25.74750;     0.44719;3.15711;5
   -22.74333;   25.75083;     0.44738;3.15717;5
   -22.70980;   25.75417;     0.44758;3.15722;5
   -22.67630;   25.75750;     0.44779;3.15727;5
   -22.64282;   25.76083;     0.44800;3.15732;5
   -22.60936;   25.76417;     0.44827;3.15737;5
   -22.57589;   25.76750;     0.44851;3.15743;5
   -22.54241;   25.77083;     0.44874;3.15748;5
   -22.50895;   25.77417;     0.44897;3.15753;5
   -22.47551;   25.77750;     0.44914;3.15758;5
   -22.44203;   25.78083;     0.44932;3.15764;5
   -22.40857;   25.78417;     0.44951;3.15769;5
   -22.37510;   25.78750;     0.44972;3.15774;5
   -22.34161;   25.79083;     0.44994;3.15779;5
   -22.30813;   25.79417;     0.45014;3.15784;5
   -22.27467;   25.79750;     0.45033;3.15790;5
   -22.24118;   25.80083;     0.45055;3.15795;5
   -22.20767;   25.80417;     0.45076;3.15800;5
   -22.17418;   25.80750;     0.45100;3.15805;5
   -22.14070;   25.81083;     0.45125;3.15811;5
   -22.10723;   25.81417;     0.45148;3.15816;5
   -22.07375;   25.81750;     0.45171;3.15821;5
   -22.04028;   25.82083;     0.45193;3.15826;5
   -22.00680;   25.82417;     0.45214;3.15831;5
   -21.97336;   25.82750;     0.45239;3.15836;5
   -21.93987;   25.83083;     0.45260;3.15842;5
   -21.90638;   25.83417;     0.45284;3.15847;5
   -21.87289;   25.83750;     0.45305;3.15852;5
   -21.83943;   25.84083;     0.45325;3.15857;5
   -21.80598;   25.84417;     0.45348;3.15862;5
   -21.77254;   25.84750;     0.45371;3.15868;5
